기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20181001171000,84436.0,66281.2,67700.0,18154.8,27.3906,15716.8,23.7123
20181001171500,84436.0,66487.2,67700.0,17948.8,26.9958,15510.8,23.329
20181001172000,84436.0,66457.7,67700.0,17978.3,27.0523,15540.3,23.3838
20181001172500,84436.0,66484.5,67700.0,17951.5,27.001,15513.5,23.334
20181001173000,84436.0,66487.2,67700.0,17948.8,26.9959,15510.8,23.329
20181001173500,84436.0,66296.8,67700.0,18139.2,27.3605,15701.2,23.6831
20181001174000,84436.0,66068.9,67700.0,18367.1,27.7998,15929.1,24.1097
20181001174500,84436.0,66506.7,67700.0,17929.3,26.9587,15491.3,23.2929
20181001175000,84436.0,66451.4,67700.0,17984.6,27.0642,15546.6,23.3954
20181001175500,84436.0,66237.9,67700.0,18198.1,27.4739,15760.1,23.7933
20181001180000,84436.0,66326.3,67700.0,18109.7,27.3039,15671.7,23.6281
20181001180500,84436.0,66401.6,67700.0,18034.4,27.1596,15596.4,23.488
20181001181000,84436.0,66306.6,67700.0,18129.4,27.3417,15691.4,23.6649
20181001181500,84436.0,66709.3,67700.0,17726.7,26.573,15288.7,22.9183
20181001182000,84436.0,66424.9,67700.0,18011.1,27.115,15573.1,23.4447
20181001182500,84436.0,66959.8,67700.0,17476.2,26.0995,15038.2,22.4586
20181001183000,84436.0,67150.5,67700.0,17285.5,25.7414,14847.5,22.1107
20181001183500,84436.0,67197.7,67700.0,17238.3,25.6531,14800.3,22.025
20181001184000,84436.0,67486.0,67700.0,16950.0,25.1162,14512.0,21.5036
20181001184500,84436.0,67411.8,67700.0,17024.2,25.254,14586.2,21.6374
20181001185000,84436.0,66656.9,67700.0,17779.1,26.6725,15341.1,23.015
20181001185500,84436.0,66540.8,67700.0,17895.2,26.8935,15457.2,23.2296
20181001190000,84436.0,66670.4,67700.0,17765.6,26.6469,15327.6,22.9901
20181001190500,84436.0,66643.5,67700.0,17792.5,26.6981,15354.5,23.0398
